,country,code,indicator,time,percentage
3327,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3328,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3329,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3330,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3331,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.6907
3332,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3333,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3334,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3335,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.6124
3336,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1949
3337,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3338,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.2981
3339,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3340,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.8554
3341,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3342,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.9389
3343,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.9233
3344,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.5446
3345,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.5941
3346,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3347,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.932
3348,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.9044
3349,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3350,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3351,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.0885
3352,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3353,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.9903
3354,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.8584
3355,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3356,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1095
3357,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3358,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3359,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,3.2964
3360,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3361,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.2634
3362,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3363,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1403
3364,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.753
3365,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.6588
3366,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.116
3367,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3368,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.8459
3369,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3370,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3371,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.2299
3372,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3374,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.3751
3375,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0408
3376,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.5978
3377,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3378,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0943
3379,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.4185
3380,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3381,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1585
3382,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1138
3383,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3384,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3385,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3386,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3387,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.4427
3388,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3389,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3390,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0113
3391,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.4965
3392,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3393,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3394,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.323
3395,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.6929
3396,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.4927
3397,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.9501
3398,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.7766
3399,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0414
3400,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.2883
3401,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3402,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.2658
3403,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0246
3404,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3405,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3406,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.492
3407,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1242
3408,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.8729
3409,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.2883
3410,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.8447
3411,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.2275
3412,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.1259
3413,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3414,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.3325
3415,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.7317
3416,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,3.8477
3417,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0306
3418,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3419,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3420,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3421,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.785
3422,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1959
3423,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3424,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3425,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0546
3426,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.4588
3427,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3428,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3429,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.4262
3430,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3431,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3432,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3433,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3434,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.2278
3435,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.3671
3436,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1409
3437,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.2741
3438,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3439,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3440,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3441,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.7905
3443,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.1493
3444,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.6366
3445,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.6003
3446,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3447,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0225
3448,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.0634
3449,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3450,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3451,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.7508
3452,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.483
3453,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.5298
3454,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.8492
3455,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3456,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3457,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3458,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.0694
3459,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,3.3183
3460,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.5018
3461,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,1.7807
3462,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,5.1453
3463,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3464,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3465,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3466,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,2.2031
3467,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3468,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3469,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3470,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3471,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,NA
3472,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1985,0.1605
3473,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1986,0.1901
3474,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1986,0.7277
